 Secretaría; Código Departamento; Departamento; Código Municipio; Municipio; Código; Nombre;  Dirección; Teléfono; Nombre Rector; Tipo Establecimiento; Etnias; Sector; Genero; Zona; Niveles; Jornadas; Caracter; Especialidad; Licencia; Grados; Modelos Educativos;  Capacidades Excepcionales; Discapacidades; Idiomas; Número de Sedes; Estado; Prestador de servicio; Propiedad de la planta fisíca; Resguardo; Matricula contratada; Calendario; Internado; Estrato socio-economico; Correo Electrónico
SOACHA;25;CUNDINAMARCA;25754;SOACHA;125754001019;INSTITUCION EDUCATIVA LAS VILLAS;KR 2 15 A 14 ;3506396598;WILLIAM EDUARDO CAMACHO PEÑA;INSTITUCION EDUCATIVA;"";OFICIAL;MIXTO;"URBANA";"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA";"MAÑANA,ÚNICA,NOCTURNA,TARDE,FIN DE SEMANA";ACADÉMICO;"NO APLICA,ACADÉMICA";RECONOCIMIENTO OFICIAL;"-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26,31,32,99";"CAMINAR EN SECUNDARIA,PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,A CRECER,PROPUESTA PARA CAMBIAR ENTORNOS SOCIALES (PACES),EDUCACIÓN TRADICIONAL,ACELERACIÓN DEL APRENDIZAJE";"";"TRANSTORNO PERMANENTE DE VOZ Y HABLA,DISCAPACIDAD INTELECTUAL,SISTEMICA,DISCAPACIDAD AUDITIVA USUARIO DEL CASTELLANO,DISCAPACIDAD FÍSICA,DISCAPACIDAD PSICOSOCIAL (MENTAL)";"";5;ANTIGUO-ACTIVO;OFICIAL;OFICIAL;NO APLICA;NO;A;"NINGUNO";"ESTRATO 3,ESTRATO 2";lasvillas@alcaldiasoacha.gov.co
SOACHA;25;CUNDINAMARCA;25754;SOACHA;125754001183;INSTITUCION EDUCATIVA EDUARDO SANTOS;CL 10 A 2 A 41 ;9011110;HEMBER MANUEL AUGUSTO RODRIGUEZ RODRIGUEZ;INSTITUCION EDUCATIVA;"";OFICIAL;MIXTO;"URBANA";"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA";"MAÑANA,COMPLETA,ÚNICA,NOCTURNA,TARDE,FIN DE SEMANA";ACADÉMICO;"NO APLICA,ACADÉMICA";RECONOCIMIENTO OFICIAL;"-1,0,1,2,3,4,5,6,7,8,9,10,11,20,21,22,23,24,25,26,31,32,99";"TRANSFORMEMOS,PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,A CRECER,ESCUELA NUEVA,PROPUESTA PARA CAMBIAR ENTORNOS SOCIALES (PACES),EDUCACIÓN TRADICIONAL,ACELERACIÓN DEL APRENDIZAJE,CAFAM";"";"TRANSTORNO PERMANENTE DE VOZ Y HABLA,DISCAPACIDAD INTELECTUAL,SISTEMICA,DISCAPACIDAD VISUAL BAJA VISIÓN IRREVERSIBLE,DISCAPACIDAD AUDITIVA USUARIO DEL CASTELLANO,DISCAPACIDAD FÍSICA,DISCAPACIDAD MÚLTIPLE,DISCAPACIDAD PSICOSOCIAL (MENTAL),TRASTORNO DEL ESPECTRO AUTISTA";"";4;ANTIGUO-ACTIVO;OFICIAL;OFICIAL;NO APLICA;NO;A;"NINGUNO";"ESTRATO 1";eduardosantos@alcaldiasoacha.gov.co
SOACHA;25;CUNDINAMARCA;25754;SOACHA;125754001418;INSTITUCION EDUCATIVA CIUDAD LATINA;CL 37 A SUR 15 I 21 ;(601)8400593;PRISCILA BAREÑO BURGOS;INSTITUCION EDUCATIVA;"";OFICIAL;MIXTO;"URBANA";"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA";"MAÑANA,NOCTURNA,TARDE,FIN DE SEMANA";ACADÉMICO;"NO APLICA,ACADÉMICA";RECONOCIMIENTO OFICIAL;"0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26,99";"TRANSFORMEMOS,PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,A CRECER,EDUCACIÓN TRADICIONAL,CIRCULOS DE APRENDIZAJE,ACELERACIÓN DEL APRENDIZAJE,CAFAM";"";"DISCAPACIDAD INTELECTUAL,DISCAPACIDAD FÍSICA,DISCAPACIDAD MÚLTIPLE,DISCAPACIDAD PSICOSOCIAL (MENTAL)";"";2;ANTIGUO-ACTIVO;OFICIAL;OFICIAL;NO APLICA;NO;A;"NINGUNO";"ESTRATO 1";ciudadlatina@alcaldiasoacha.gov.co
SOACHA;25;CUNDINAMARCA;25754;SOACHA;125754002554;INSTITUCION EDUCATIVA BUENOS AIRES;CL 42 51 57 ESTE ;5791480;CARLOS HERNAN SILVA BELTRAN;INSTITUCION EDUCATIVA;"";OFICIAL;MIXTO;"URBANA";"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA";"MAÑANA,NOCTURNA,TARDE,FIN DE SEMANA";ACADÉMICO;"NO APLICA,ACADÉMICA";RECONOCIMIENTO OFICIAL;"-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,20,21,22,23,24,25,26,31,32";"CAMINAR EN SECUNDARIA,PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,A CRECER,ESCUELA NUEVA,PROPUESTA PARA CAMBIAR ENTORNOS SOCIALES (PACES),EDUCACIÓN TRADICIONAL,CIRCULOS DE APRENDIZAJE,CAFAM,SER";"";"TRANSTORNO PERMANENTE DE VOZ Y HABLA,DISCAPACIDAD INTELECTUAL,DISCAPACIDAD FÍSICA,DISCAPACIDAD PSICOSOCIAL (MENTAL)";"";5;ANTIGUO-ACTIVO;OFICIAL;OFICIAL;NO APLICA;NO;A;"";"ESTRATO 1";buenosaires@alcaldiasoacha.gov.co
SOACHA;25;CUNDINAMARCA;25754;SOACHA;325754001590;INSTITUCION EDUCATIVA RICAURTE;KR 5 24 40 ;7128516;CRISTANCHO RODRIGUEZ JORGE ANDRES;INSTITUCION EDUCATIVA;"";OFICIAL;MIXTO;"URBANA";"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA";"MAÑANA,NOCTURNA,TARDE,FIN DE SEMANA";ACADÉMICO;"NO APLICA,ACADÉMICA";RECONOCIMIENTO OFICIAL;"-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26,99";"TRANSFORMEMOS,PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,A CRECER,EDUCACIÓN TRADICIONAL,ACELERACIÓN DEL APRENDIZAJE,CAFAM";"";"DISCAPACIDAD AUDITIVA - USUARIO DE LENGUA DE SEÑAS COLOMBIANA,DISCAPACIDAD INTELECTUAL,DISCAPACIDAD VISUAL BAJA VISIÓN IRREVERSIBLE,OTRA DISCAPACIDAD,SORDERA PROFUNDA,DISCAPACIDAD MÚLTIPLE,HIPOACUSIA O BAJA AUDICIÓN";"";3;ANTIGUO-ACTIVO;OFICIAL;OFICIAL;NO APLICA;NO;A;"NINGUNO";"ESTRATO 2,ESTRATO 1";ricaurte@alcaldiasoacha.gov.co
CHÍA;25;CUNDINAMARCA;25175;CHÍA;225175000170;CENTRO EDUCATIVO TIQUIZA;VEREDA TIQUIZA;8623882;SANDRA MILENA MEJIA GUARIN;CENTRO EDUCATIVO;"";OFICIAL;MIXTO;"";"";"";NO APLICA;"";SIN REVISAR;"";"";"";"";"";0;CIERRE DEFINITIVO;OFICIAL;OFICIAL;NO APLICA;NO;A;"";"";TIQUIZA@LATINMAIL.COM
CHÍA;25;CUNDINAMARCA;25175;CHÍA;225175000102;INSTITUCION EDUCATIVA RURAL DEPARTAMENTAL EL CERRO;VEREDA YERBABUENA;8630580;EDGAR FERNANDO PINZON SALCEDO;CENTRO EDUCATIVO;"";OFICIAL;MIXTO;"";"";"";ACADÉMICO;"ACADÉMICA";SIN REVISAR;"";"";"";"DISCAPACIDAD INTELECTUAL,DISCAPACIDAD VISUAL BAJA VISIÓN IRREVERSIBLE,OTRA DISCAPACIDAD,SÍNDROME DE DOWN,DISCAPACIDAD VISUAL CEGUERA,TRASTORNO DEL ESPECTRO AUTISTA,HIPOACUSIA O BAJA AUDICIÓN";"";0;CIERRE DEFINITIVO;OFICIAL;OFICIAL;NO APLICA;NO;A;"";"";INSCERRO@LATINMAIL.COM
CHÍA;25;CUNDINAMARCA;25175;CHÍA;125175000523;INSTITUCION EDUCATIVA DIOSA CHIA;VEREDA BOJACA;8630793-8709757;FRANCISCO PINZÓN HERRERA;INSTITUCION EDUCATIVA;"";OFICIAL;MIXTO;"RURAL";"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA";"MAÑANA,ÚNICA,TARDE";ACADÉMICO;"NO APLICA,ACADÉMICA";RECONOCIMIENTO OFICIAL;"-2,-1,0,1,2,3,4,5,6,7,8,9,10,11";"EDUCACIÓN TRADICIONAL";"";"DISCAPACIDAD INTELECTUAL,DISCAPACIDAD VISUAL BAJA VISIÓN IRREVERSIBLE,OTRA DISCAPACIDAD,SÍNDROME DE DOWN,DISCAPACIDAD VISUAL CEGUERA,TRASTORNO DEL ESPECTRO AUTISTA,HIPOACUSIA O BAJA AUDICIÓN";"";1;ANTIGUO-ACTIVO;EDUCACION MISIONAL CONTRATADA;EDUCACION MISIONAL CONTRATADA;NO APLICA;NO;A;"";"";i.e.diosachia@chia.gov.co
CHÍA;25;CUNDINAMARCA;25175;CHÍA;125175000493;INSTITUCION EDUCATIVA DIVERSIFICADO;KR 6 8 18 ;8630222;DANIEL BRICEÑO VASQUEZ;INSTITUCION EDUCATIVA;"";OFICIAL;MIXTO;"URBANA";"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA";"MAÑANA,TARDE";TÉCNICO/ACADEMICO;"OTRO,INDUSTRIAL,COMERCIAL,ACADÉMICA";RECONOCIMIENTO OFICIAL;"-2,-1,0,1,2,3,4,5,6,7,8,9,10,11";"EDUCACIÓN TRADICIONAL";"";"DISCAPACIDAD INTELECTUAL,DISCAPACIDAD VISUAL BAJA VISIÓN IRREVERSIBLE,OTRA DISCAPACIDAD,SÍNDROME DE DOWN,DISCAPACIDAD VISUAL CEGUERA,TRASTORNO DEL ESPECTRO AUTISTA,HIPOACUSIA O BAJA AUDICIÓN";"";4;ANTIGUO-ACTIVO;OFICIAL;OFICIAL;NO APLICA;NO;A;"";"";i.e.diversificado@chia.gov.co
ZIPAQUIRA;25;CUNDINAMARCA;25899;ZIPAQUIRÁ;121212121212;CONC URB GABRIELA MISTRAL;DESCONOCIDA;;PABLO RUIZ;CENTRO EDUCATIVO;"";OFICIAL;MIXTO;"";"";"";ACADÉMICO;"ACADÉMICA";SIN REVISAR;"";"";"TALENTO EN ARTES Y/O LETRAS";"";"";0;CIERRE DEFINITIVO;EDUCACION MISIONAL CONTRATADA;EDUCACION MISIONAL CONTRATADA;NO APLICA;NO;A;"";"";
ZIPAQUIRA;25;CUNDINAMARCA;25899;ZIPAQUIRÁ;125899090320;UNAD;KR 7 20 67;8522206;SIN INFORMACION;CENTRO EDUCATIVO;"";OFICIAL;MIXTO;"URBANA";"";"";NO APLICA;"";SIN REVISAR;"";"";"";"";"";1;CIERRE DEFINITIVO;OFICIAL;OFICIAL;NO APLICA;NO;A;"";"";
FACATATIVÁ;25;CUNDINAMARCA;25269;FACATATIVÁ;125269000047;COLEGIO SAN CRISTOBAL;CARRERA 1SUR CALLE 2DA ESQUINA;8430392;no aplica;CENTRO EDUCATIVO;"";OFICIAL;MIXTO;"";"";"";NO APLICA;"";SIN REVISAR;"";"";"";"";"";0;CIERRE DEFINITIVO;EDUCACION MISIONAL CONTRATADA;EDUCACION MISIONAL CONTRATADA;NO APLICA;NO;A;"";"";000000
FACATATIVÁ;25;CUNDINAMARCA;25269;FACATATIVÁ;125269000357;INSTITUCIÓN EDUCATIVA MUNICIPAL INSTITUTO TÉCNICO INDUSTRIAL;KR 5 9 45;3164566749;LUZ ASTRID PRIETO ROJAS;INSTITUCION EDUCATIVA;"";OFICIAL;MIXTO;"URBANA,RURAL";"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA";"MAÑANA,COMPLETA,ÚNICA,NOCTURNA,TARDE";TÉCNICO/ACADEMICO;"INDUSTRIAL,ACADÉMICA";RECONOCIMIENTO OFICIAL;"-1,0,1,2,3,4,5,6,7,8,9,10,11,20,21,22,23,24,25,26,99";"PREESCOLAR ESCOLARIZADO_,PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,PROPUESTA PARA CAMBIAR ENTORNOS SOCIALES (PACES),EDUCACIÓN TRADICIONAL,ACELERACIÓN DEL APRENDIZAJE,SER";"";"";"";4;ANTIGUO-ACTIVO;OFICIAL;OFICIAL;NO APLICA;NO;A;"";"";industrial@sedfacatativa.gov.co
CUNDINAMARCA;25;CUNDINAMARCA;25279;FOMEQUE;425279000634;INSTITUCION EDUCATIVA DEPARTAMENTAL I.P.E.B.I.;INSPECCION LA UNION;3212320356.;ANA CECILIA AVILA ACOSTA;INSTITUCION EDUCATIVA;"";OFICIAL;MIXTO;"RURAL,URBANA";"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA";"MAÑANA,ÚNICA,NOCTURNA";ACADÉMICO;"ACADÉMICA";RECONOCIMIENTO OFICIAL;"0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26";"POST PRIMARIA,PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,ESCUELA NUEVA,EDUCACIÓN TRADICIONAL,SAT";"";"";"";6;ANTIGUO-ACTIVO;OFICIAL;OFICIAL;NO APLICA;NO;A;"";"";iedipebi_fomeque@secundinamarca.edu.co
CUNDINAMARCA;25;CUNDINAMARCA;25001;AGUA DE DIOS;225001000154;ESCUELA RURAL LETICIA;VEREDA LETICIA;8342140;P. GUSTAVO PADILLA VILLAMIL;CENTRO EDUCATIVO;"";OFICIAL;MIXTO;"";"";"";NO APLICA;"";SIN REVISAR;"";"";"";"";"";0;CIERRE DEFINITIVO;OFICIAL;OFICIAL;NO APLICA;NO;A;"";"";NO@APLICA.
CUNDINAMARCA;25;CUNDINAMARCA;25324;GUATAQUÍ;125324000094;INSTITUCION EDUCATIVA DEPARTAMENTAL NICOLAS DE FEDERMAN;CARRERA 2 N° 5-77 BARRIO CENTRO;3216946499 - 3115556426;JOSE MAURICIO MARTINEZ GARCIA.;INSTITUCION EDUCATIVA;"";OFICIAL;MIXTO;"URBANA,RURAL";"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA";"MAÑANA,ÚNICA,NOCTURNA,FIN DE SEMANA";TÉCNICO/ACADEMICO;"OTRO,ACADÉMICA";RECONOCIMIENTO OFICIAL;"-1,0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26";"PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,ESCUELA NUEVA,EDUCACIÓN TRADICIONAL";"";"";"";4;ANTIGUO-ACTIVO;OFICIAL;OFICIAL;NO APLICA;NO;A;"";"";iednicolasdefederman_guataqui@secundinamarca.edu.co retoria.iednicolasfederman@gmail.com 
CUNDINAMARCA;25;CUNDINAMARCA;25815;TOCAIMA;225815000392;INSTITUCION EDUCATIVA DEPARTAMENTAL RURAL PUBENZA;VEREDA PUBENZA.; 3102602297;LUIS EMILIO BARRIOS CONTRERAS;INSTITUCION EDUCATIVA;"";OFICIAL;MIXTO;"RURAL";"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA";"MAÑANA,ÚNICA,NOCTURNA,FIN DE SEMANA";ACADÉMICO;"ACADÉMICA";RECONOCIMIENTO OFICIAL;"0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26";"POST PRIMARIA,PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,MEDIA RURAL,ESCUELA NUEVA,A CRECER,EDUCACIÓN TRADICIONAL";"";"";"";13;ANTIGUO-ACTIVO;OFICIAL;OFICIAL;NO APLICA;NO;A;"";"ESTRATO 1";iedrpubenza_tocaima@secundinamarca.edu.co
CUNDINAMARCA;25;CUNDINAMARCA;25120;CABRERA;225120000103;ESC RUR STA RITA BAJA;VDA STA RITA BAJA;00000000;EMMA NIDIA DIMATE DIAZ;CENTRO EDUCATIVO;"";OFICIAL;MIXTO;"";"";"";NO APLICA;"";SIN REVISAR;"";"";"";"";"";0;CIERRE DEFINITIVO;EDUCACION MISIONAL CONTRATADA;EDUCACION MISIONAL CONTRATADA;NO APLICA;NO;A;"";"";000000000
CUNDINAMARCA;25;CUNDINAMARCA;25120;CABRERA;225120000286;ESCUELA RURAL HOYERIAS;HOYERIAS;0000000;NELSON JAVIER GACHARNA GUTIERREZ;CENTRO EDUCATIVO;"";OFICIAL;MIXTO;"";"";"";NO APLICA;"";SIN REVISAR;"";"";"";"";"";0;CIERRE DEFINITIVO;EDUCACION MISIONAL CONTRATADA;EDUCACION MISIONAL CONTRATADA;NO APLICA;NO;A;"";"";0000000000
CUNDINAMARCA;25;CUNDINAMARCA;25524;PANDI;225524000140;COLEGIO BASICO RURAL POSTPRIMARIA CARACOL;VEREDA CARACOL;3107670156;LUZ JACKELINSANCHEZ SOLORZANO;CENTRO EDUCATIVO;"";OFICIAL;MIXTO;"";"";"";NO APLICA;"";SIN REVISAR;"";"";"";"";"";0;CIERRE DEFINITIVO;OFICIAL;OFICIAL;NO APLICA;NO;A;"";"";jackys2007@hotmail.com
CUNDINAMARCA;25;CUNDINAMARCA;25328;GUAYABAL DE SIQUIMA;125328000153;INSTITUCION EDUCATIVA DEPARTAMENTAL MARCO FIDEL SUAREZ;CLL 1 7 43.;3214871012;MATILDE WILCHES SALAZAR;INSTITUCION EDUCATIVA;"";OFICIAL;MIXTO;"RURAL,URBANA";"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA";"MAÑANA,COMPLETA,ÚNICA,NOCTURNA,FIN DE SEMANA";ACADÉMICO;"ACADÉMICA";RECONOCIMIENTO OFICIAL;"-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26";"PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,POST PRIMARIA,ESCUELA NUEVA,EDUCACIÓN TRADICIONAL";"";"";"";10;ANTIGUO-ACTIVO;EDUCACION MISIONAL CONTRATADA;EDUCACION MISIONAL CONTRATADA;NO APLICA;NO;A;"";"ESTRATO 1";iedmarcofidel_guayabal@secundinamarca.edu.co
CUNDINAMARCA;25;CUNDINAMARCA;25799;TENJO;225799000034;INSTITUCION EDUCATIVA DEPARTAMENTAL CARRASQUILLA;TENJO VEREDA CARRASQUILLA;3222248305;DIANA PATRICIA NEISA LOPEZ;INSTITUCION EDUCATIVA;"";OFICIAL;MIXTO;"RURAL";"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA";"MAÑANA,ÚNICA,NOCTURNA,TARDE,FIN DE SEMANA";ACADÉMICO;"ACADÉMICA";RECONOCIMIENTO OFICIAL;"-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26";"PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,A CRECER,EDUCACIÓN TRADICIONAL";"";"";"";3;ANTIGUO-ACTIVO;OFICIAL;OFICIAL;NO APLICA;NO;A;"";"";iedcarrasquilla_tenjo@secundinamarca.edu.co
CUNDINAMARCA;25;CUNDINAMARCA;25572;PUERTO SALGAR;225572000470;INSTITUCION EDUCATIVA DEPARTAMENTAL PUERTO LIBRE;INSPECCION PUERTO LIBRE;3134243182;HECTOR EDUARDO RINCON FIGUEROA.;INSTITUCION EDUCATIVA;"";OFICIAL;MIXTO;"RURAL";"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA";"MAÑANA,ÚNICA,NOCTURNA,FIN DE SEMANA";ACADÉMICO;"ACADÉMICA";RECONOCIMIENTO OFICIAL;"-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26,99";"PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,POST PRIMARIA,ESCUELA NUEVA,ACELERACIÓN DEL APRENDIZAJE,EDUCACIÓN TRADICIONAL";"";"";"";13;ANTIGUO-ACTIVO;OFICIAL;OFICIAL;NO APLICA;NO;A;"";"";iedpuertolibre_puertosalgar@secundinamarca.edu.co
CUNDINAMARCA;25;CUNDINAMARCA;25402;LA VEGA;225402000092;CENTRO EDUCATIVO LA CABA¿A;LA CABA¿A;8458765;GUILLERMO MANRIQUE LOPEZ;CENTRO EDUCATIVO;"";OFICIAL;MIXTO;"";"";"";NO APLICA;"";SIN REVISAR;"";"";"";"";"";0;CIERRE DEFINITIVO;OFICIAL;OFICIAL;NO APLICA;NO;A;"";"";WWW.ALCALDIALAVEGA@GOV.CO
CUNDINAMARCA;25;CUNDINAMARCA;25402;LA VEGA;225402000459;CENTRO EDUCATIVO EL TABACAL;VEREDA TABACAL;8435862;PADRE.  GUILLERMO MANRIIQUE;CENTRO EDUCATIVO;"";OFICIAL;MIXTO;"";"";"";NO APLICA;"";SIN REVISAR;"";"";"";"";"";0;CIERRE DEFINITIVO;OFICIAL;OFICIAL;NO APLICA;NO;A;"";"";NO@TIENE.
CUNDINAMARCA;25;CUNDINAMARCA;25402;LA VEGA;225402000262;CENTRO EDUCATIVO LA FLORIDA;VDA BULUCAIMA;8458765;DEISY YASMINE GONZALEZ ROJAS;CENTRO EDUCATIVO;"";OFICIAL;MIXTO;"";"";"";NO APLICA;"";SIN REVISAR;"";"";"";"";"";0;CIERRE DEFINITIVO;EDUCACION MISIONAL CONTRATADA;EDUCACION MISIONAL CONTRATADA;NO APLICA;NO;A;"";"";LAFLORIDA.HOTMAIL
CUNDINAMARCA;25;CUNDINAMARCA;25658;SAN FRANCISCO;125658000231;INSTITUCION EDUCATIVA DEPARTAMENTAL REPUBLICA DE FRANCIA;CALLE 1 CARRERA 1;3106886576;JOHANNA ANDREA CRUZ CARRILLO.;INSTITUCION EDUCATIVA;"";OFICIAL;MIXTO;"RURAL,URBANA";"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA";"MAÑANA,COMPLETA,ÚNICA,NOCTURNA,FIN DE SEMANA";TÉCNICO/ACADEMICO;"OTRO,AGROPECUARIO,ACADÉMICA";RECONOCIMIENTO OFICIAL;"-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26";"PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,ESCUELA NUEVA,EDUCACIÓN TRADICIONAL";"";"";"";16;ANTIGUO-ACTIVO;EDUCACION MISIONAL CONTRATADA;EDUCACION MISIONAL CONTRATADA;NO APLICA;NO;A;"";"ESTRATO 3,ESTRATO 2,ESTRATO 1";iedfrancia_sanfrancisco@secundinamarca.edu corectoriedrdf@gmail.com
CUNDINAMARCA;25;CUNDINAMARCA;25862;VERGARA;225862000058;INSTITUCION EDUCATIVA RURAL DEPARTAMENTAL GUATAMA;GUATAMA;3162483235/3002658825; CASTRO DE LOZANO;CENTRO EDUCATIVO;"";OFICIAL;MIXTO;"";"";"";NO APLICA;"";SIN REVISAR;"";"";"";"";"";0;CIERRE DEFINITIVO;OFICIAL;OFICIAL;NO APLICA;NO;A;"";"";
CUNDINAMARCA;25;CUNDINAMARCA;25875;VILLETA;125875000265;INSTITUCION EDUCATIVA DEPARTAMENTAL INSTITUTO NACIONAL DE PROMOCION SOCIAL;CARRERA 9 N 7 05;8444197 - 3017371922;MIGUEL OSWALDO MARTINEZ PALACIO.;INSTITUCION EDUCATIVA;"";OFICIAL;MIXTO;"URBANA,RURAL";"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA";"MAÑANA,COMPLETA,ÚNICA,NOCTURNA,FIN DE SEMANA";TÉCNICO;"PROMOCION SOCIAL";RECONOCIMIENTO OFICIAL;"-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26";"PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,UNAD,EDUCACIÓN TRADICIONAL,CAFAM";"";"";"";11;ANTIGUO-ACTIVO;OFICIAL;OFICIAL;NO APLICA;NO;A;"";"ESTRATO 2,ESTRATO 1";iedpromocionsocial_villeta@secundinamarca.edu.co
CUNDINAMARCA;25;CUNDINAMARCA;25513;PACHO;225513000067;CENTRO EDUCATIVO RURAL CUCHARAL;VEREDA CUCHARAL;8540360;MMMM;CENTRO EDUCATIVO;"";OFICIAL;MIXTO;"";"";"";ACADÉMICO;"ACADÉMICA";SIN REVISAR;"";"";"";"";"";0;CIERRE DEFINITIVO;OFICIAL;OFICIAL;NO APLICA;NO;A;"";"";
CUNDINAMARCA;25;CUNDINAMARCA;25513;PACHO;125513000046;COLONIA ALBERTO NIETO CANO;CRA 11 NO 7  41;8540050;DOLLY GRACIELA VALENCIA OSSA;CENTRO EDUCATIVO;"";OFICIAL;MIXTO;"";"";"";NO APLICA;"";SIN REVISAR;"";"";"";"";"";0;CIERRE DEFINITIVO;EDUCACION MISIONAL CONTRATADA;EDUCACION MISIONAL CONTRATADA;NO APLICA;NO;A;"";"";COALNICA2004@YAHOO.ES
CUNDINAMARCA;25;CUNDINAMARCA;25885;YACOPÍ;225885001001;INSTITUCIÓN EDUCATIVA RURAL DEPARTAMENTAL TÉCNICO AGROPECUARIO;CALLE 5ª Nº 2_ 42;3208155840 3103307150;JESUS HERLENDE RODRIGUEZ GOMEZ;INSTITUCION EDUCATIVA;"";OFICIAL;MIXTO;"RURAL";"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA";"MAÑANA,COMPLETA,ÚNICA,FIN DE SEMANA";TÉCNICO/ACADEMICO;"AGROPECUARIO,ACADÉMICA";RECONOCIMIENTO OFICIAL;"0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26";"PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,A CRECER,EDUCACIÓN TRADICIONAL";"";"";"";11;ANTIGUO-ACTIVO;OFICIAL;OFICIAL;NO APLICA;NO;A;"";"";iedrtecnicoagropecuario_yacopi@secundinamarca.edu.co 
CUNDINAMARCA;25;CUNDINAMARCA;25885;YACOPÍ;225885002074;INSTITUCION EDUCATIVA DEPARTAMENTAL SAN RAFAEL;INSP. LLANO MATEO;3142191338;LENIN JULIAN OTERO GOMEZ.;INSTITUCION EDUCATIVA;"";OFICIAL;MIXTO;"RURAL,URBANA";"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA";"MAÑANA,COMPLETA,ÚNICA,NOCTURNA,FIN DE SEMANA";ACADÉMICO;"ACADÉMICA";RECONOCIMIENTO OFICIAL;"0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26";"PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,ESCUELA NUEVA,EDUCACIÓN TRADICIONAL";"";"";"";37;ANTIGUO-ACTIVO;OFICIAL;OFICIAL;NO APLICA;NO;A;"";"";iedsanrafael_yacopi@secundinamarca.edu.co 
